ID,Trials,Conditions,Vertical_GRF,Mtp_agl,Mtp_vel,Ankle_agl,Ankle_vel,Ankle_mom,Ankle_pow,Knee_agl,Knee_vel,Knee_mom,Knee_pow,Hip_agl,Hip_vel,Hip_mom,Hip_pow
24,1,single,1.544374317,13.81462542,261.6014175,22.59334245,-763.0259341,-0.110251085,0.538837845,-86.01610068,895.6531057,0.126123047,0.656039636,88.52974495,-643.9839366,-0.160229747,0.553011938
24,2,single,1.497269682,11.98687324,371.6691335,22.11977835,-887.3334169,-0.110903121,0.528676258,-89.86095345,939.4877938,0.129989119,0.696807974,91.35627959,-639.9364722,-0.161703191,0.495549392
24,3,single,1.419441008,12.88292573,415.421912,22.57034483,-881.5827263,-0.099879779,0.536809785,-94.67087529,941.6013992,0.125866312,0.678587736,91.78559346,-580.5843052,-0.152498172,0.484021624
24,4,single,1.441037271,15.03329334,444.5762864,21.38261159,-852.057224,-0.108665461,0.484864744,-96.49216604,948.2267753,0.123670353,0.75270155,92.3560193,-575.480788,-0.170441376,0.445911117
24,5,single,1.412751148,15.9816561,465.4971266,22.12270801,-867.6132684,-0.101882061,0.501599609,-97.50938577,958.8872031,0.130470206,0.703486954,95.98788065,-626.721598,-0.149308042,0.517965215
24,6,single,1.466141016,13.41230592,427.4750293,19.05668938,-842.6027259,-0.106925281,0.45241335,-92.56827158,956.2205326,0.128884984,0.770461428,90.9424354,-620.3977267,-0.160434963,0.501547846
24,1,consecutive,1.384334333,12.26784623,381.3779325,22.27656046,-872.6530353,-0.101331374,0.44954486,-92.94374399,887.8352002,0.109101121,0.660722676,95.374852,-525.0686755,-0.177769428,0.463828113
24,2,consecutive,1.352153194,8.183115432,258.3124218,23.27402429,-904.2240232,-0.090070356,0.509684789,-95.85261874,912.3673338,0.112183214,0.630415307,95.49374958,-575.3387191,-0.167078032,0.488382537
24,3,consecutive,1.372288745,9.242349639,252.7371753,23.20823608,-875.1242878,-0.09311513,0.512237087,-91.72444516,907.3235063,0.109678853,0.634901984,94.60454098,-579.0549704,-0.179930583,0.579471828
24,4,consecutive,1.50648088,10.66198378,313.7517427,22.05224706,-845.0620769,-0.109682446,0.481547397,-90.05286409,901.4407137,0.121119638,0.659896533,86.57425656,-547.8591715,-0.167771747,0.529198406
24,5,consecutive,1.395136148,8.518944881,267.8660215,22.1870763,-886.8416061,-0.09538449,0.496649859,-90.00704637,884.4250222,0.11200513,0.622459891,91.23085591,-541.8186282,-0.171381477,0.507124009
24,6,consecutive,1.455871338,11.04396461,338.7521332,22.55778545,-867.2182805,-0.098727892,0.474896196,-92.4541731,853.1076301,0.12499425,0.631068141,88.41868305,-524.3293826,-0.164191096,0.500687374
25,1,single,1.012484394,16.69065499,506.0288259,26.84710957,-914.960659,-0.075242604,0.487340475,-92.93725014,799.3699811,0.077160543,0.546596005,91.81161056,-470.2555009,-0.094342372,0.283737737
25,2,single,0.980210273,11.37637144,363.5061999,26.25528131,-869.5004726,-0.069984061,0.472913222,-97.05246624,840.8234015,0.071725033,0.529082814,95.23629496,-496.5357777,-0.093885542,0.307908545
25,3,single,1.049921674,15.78206847,498.9134134,24.77690484,-946.606824,-0.077723746,0.506931704,-89.94294068,854.8752299,0.081159903,0.552703804,89.38868901,-496.3348949,-0.093732191,0.259773029
